INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,Numbers
I182073441,301,Robbery,ROBBERY - STREET,A1,101,,2018/9/12 2:15,2018,9,Wednesday,2,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)",1
I182073385,301,Robbery,ROBBERY - STREET,A7,24,,2018/9/11 20:10,2018,9,Tuesday,20,Part One,BROOKS ST,42.37928285,-71.0353629,"(42.37928285, -71.03536290)",1
I182073327,301,Robbery,ROBBERY - STREET,B2,179,,2018/9/10 22:00,2018,9,Monday,22,Part One,ALTHER ST,42.3308322,-71.0742883,"(42.33083220, -71.07428830)",1
I182073083,301,Robbery,ROBBERY - STREET,B3,469,,2018/9/10 22:53,2018,9,Monday,22,Part One,WALK HILL ST,42.2790573,-71.09584789,"(42.27905730, -71.09584789)",1
I182073070,301,Robbery,ROBBERY - STREET,B2,179,,2018/9/10 22:10,2018,9,Monday,22,Part One,FARNHAM ST,42.33046536,-71.07442945,"(42.33046536, -71.07442945)",1
I182073012,301,Robbery,ROBBERY - STREET,C11,402,,2018/9/10 15:30,2018,9,Monday,15,Part One,ASHMONT ST,42.28534033,-71.07118543,"(42.28534033, -71.07118543)",1
I182072988,301,Robbery,ROBBERY - STREET,D4,141,,2018/9/8 0:00,2018,9,Saturday,0,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",1
I182072963,301,Robbery,ROBBERY - STREET,A7,17,,2018/9/10 15:51,2018,9,Monday,15,Part One,SARATOGA ST,42.37950444,-71.02857705,"(42.37950444, -71.02857705)",1
I182072795,301,Robbery,ROBBERY - STREET,A1,124,,2018/9/10 2:50,2018,9,Monday,2,Part One,TYLER ST,42.34888042,-71.06149764,"(42.34888042, -71.06149764)",1
I182072565,301,Robbery,ROBBERY - STREET,D4,591,,2018/9/9 4:30,2018,9,Sunday,4,Part One,IPSWICH ST,42.34750972,-71.09011373,"(42.34750972, -71.09011373)",1
I182072407,301,Robbery,ROBBERY - STREET,B2,266,,2018/9/8 15:31,2018,9,Saturday,15,Part One,WHITING ST,42.32525618,-71.07922845,"(42.32525618, -71.07922845)",1
I182072403,301,Robbery,ROBBERY - STREET,A1,115,,2018/9/8 14:51,2018,9,Saturday,14,Part One,EAST ST,42.35156343,-71.05701389,"(42.35156343, -71.05701389)",1
I182071942,301,Robbery,ROBBERY - STREET,B3,425,,2018/9/6 23:52,2018,9,Thursday,23,Part One,BABSON ST,42.27267557,-71.09192911,"(42.27267557, -71.09192911)",1
I182071922,301,Robbery,ROBBERY - STREET,C11,358,,2018/9/6 21:46,2018,9,Thursday,21,Part One,LARCHMONT ST,42.29703368,-71.06860662,"(42.29703368, -71.06860662)",1
I182071885,301,Robbery,ROBBERY - STREET,A7,24,,2018/9/6 19:35,2018,9,Thursday,19,Part One,MERIDIAN ST,42.37750247,-71.03916237,"(42.37750247, -71.03916237)",1
I182071316,301,Robbery,ROBBERY - STREET,E18,481,,2018/9/4 22:50,2018,9,Tuesday,22,Part One,ROCKDALE ST,42.26652466,-71.0985532,"(42.26652466, -71.09855320)",1
I182071191,301,Robbery,ROBBERY - STREET,B2,181,,2018/9/4 15:27,2018,9,Tuesday,15,Part One,MAGAZINE ST,42.32667817,-71.0714811,"(42.32667817, -71.07148110)",1
I182071040,301,Robbery,ROBBERY - STREET,C11,397,,2018/9/4 9:49,2018,9,Tuesday,9,Part One,TALBOT AVE,42.28935481,-71.06767297,"(42.28935481, -71.06767297)",1
I182070962,301,Robbery,ROBBERY - STREET,B3,427,,2018/9/3 23:06,2018,9,Monday,23,Part One,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)",1
I182070931,301,Robbery,ROBBERY - STREET,C6,177,,2018/9/3 20:48,2018,9,Monday,20,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",1
I182070795,301,Robbery,ROBBERY - STREET,C11,362,,2018/9/2 20:30,2018,9,Sunday,20,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)",1
I182070741,301,Robbery,ROBBERY - STREET,D14,805,,2018/9/3 3:26,2018,9,Monday,3,Part One,PORTSMOUTH ST,42.36053257,-71.14426332,"(42.36053257, -71.14426332)",1
I182070549,301,Robbery,ROBBERY - STREET,B2,282,,2018/9/2 7:00,2018,9,Sunday,7,Part One,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)",1
I182070168,301,Robbery,ROBBERY - STREET,A1,119,,2018/9/1 1:16,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I182069846,301,Robbery,ROBBERY - STREET,A1,111,,2018/8/31 2:15,2018,8,Friday,2,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)",1
I182069693,301,Robbery,ROBBERY - STREET,A1,74,,2018/8/30 15:24,2018,8,Thursday,15,Part One,BULFINCH PL,42.36219081,-71.06223802,"(42.36219081, -71.06223802)",1
I182069687,301,Robbery,ROBBERY - STREET,B2,278,,2018/8/28 12:00,2018,8,Tuesday,12,Part One,HARRISON AVE,42.33153805,-71.08015661,"(42.33153805, -71.08015661)",1
I182069112,301,Robbery,ROBBERY - STREET,B2,181,,2018/8/28 18:08,2018,8,Tuesday,18,Part One,KEMBLE ST,42.32695733,-71.07074008,"(42.32695733, -71.07074008)",1
I182068875,301,Robbery,ROBBERY - STREET,B3,468,,2018/8/27 22:17,2018,8,Monday,22,Part One,HAZLETON ST,42.28152567,-71.09700335,"(42.28152567, -71.09700335)",1
I182068697,301,Robbery,ROBBERY - STREET,E13,570,,2018/8/27 13:03,2018,8,Monday,13,Part One,FOREST HILLS ST,42.30492239,-71.10298073,"(42.30492239, -71.10298073)",1
I182068493,301,Robbery,ROBBERY - STREET,A1,173,,2018/8/25 22:44,2018,8,Saturday,22,Part One,KNEELAND ST,42.34958657,-71.05735762,"(42.34958657, -71.05735762)",1
I182068303,301,Robbery,ROBBERY - STREET,B3,426,,2018/8/26 1:52,2018,8,Sunday,1,Part One,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)",1
I182068259,301,Robbery,ROBBERY - STREET,D4,619,,2018/8/25 21:18,2018,8,Saturday,21,Part One,HUNTINGTON AVE,42.34221544,-71.08577075,"(42.34221544, -71.08577075)",1
I182068062,301,Robbery,ROBBERY - STREET,A1,111,,2018/8/25 3:00,2018,8,Saturday,3,Part One,AVENUE DE LAFAYETTE,42.35389258,-71.06214998,"(42.35389258, -71.06214998)",1
I182067990,301,Robbery,ROBBERY - STREET,C11,359,,2018/8/24 20:48,2018,8,Friday,20,Part One,ALPHA RD,42.29624549,-71.0671598,"(42.29624549, -71.06715980)",1
I182067750,301,Robbery,ROBBERY - STREET,D4,171,,2018/8/24 7:40,2018,8,Friday,7,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)",1
I182067681,301,Robbery,ROBBERY - STREET,B3,425,,2018/8/23 21:33,2018,8,Thursday,21,Part One,FREMONT ST,42.27152449,-71.09295148,"(42.27152449, -71.09295148)",1
I182067607,301,Robbery,ROBBERY - STREET,A7,33,,2018/8/23 18:00,2018,8,Thursday,18,Part One,EVERETT ST,42.36573225,-71.03064135,"(42.36573225, -71.03064135)",1
I182067601,301,Robbery,ROBBERY - STREET,E18,518,,2018/8/23 16:23,2018,8,Thursday,16,Part One,DANA AVE,42.24894017,-71.12130622,"(42.24894017, -71.12130622)",1
I182067483,301,Robbery,ROBBERY - STREET,C6,172,,2018/8/23 11:37,2018,8,Thursday,11,Part One,BRADSTON ST,42.332354,-71.07138696,"(42.33235400, -71.07138696)",1
I182067425,301,Robbery,ROBBERY - STREET,C11,394,,2018/8/19 21:30,2018,8,Sunday,21,Part One,BUSHNELL ST,42.28557915,-71.06358649,"(42.28557915, -71.06358649)",1
I182067328,301,Robbery,ROBBERY - STREET,D4,138,,2018/8/22 20:21,2018,8,Wednesday,20,Part One,EXETER ST,42.35030915,-71.07988963,"(42.35030915, -71.07988963)",1
I182067312,301,Robbery,ROBBERY - STREET,B3,476,,2018/8/5 17:00,2018,8,Sunday,17,Part One,CUMMINS HWY,42.267517,-71.094124,"(42.26751700, -71.09412400)",1
I182067087,301,Robbery,ROBBERY - STREET,B2,320,,2018/8/22 1:29,2018,8,Wednesday,1,Part One,CRAWFORD ST,42.31167532,-71.08586299,"(42.31167532, -71.08586299)",1
I182066765,301,Robbery,ROBBERY - STREET,E13,302,,2018/8/21 0:45,2018,8,Tuesday,0,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",1
I182066426,301,Robbery,ROBBERY - STREET,B3,454,,2018/8/19 23:02,2018,8,Sunday,23,Part One,HARVARD AVE,42.3001358,-71.07563344,"(42.30013580, -71.07563344)",1
I182066362,301,Robbery,ROBBERY - STREET,E5,726,,2018/8/19 18:45,2018,8,Sunday,18,Part One,SPRING ST,42.27757964,-71.16274799,"(42.27757964, -71.16274799)",1
I182066152,301,Robbery,ROBBERY - STREET,E13,572,,2018/8/19 0:11,2018,8,Sunday,0,Part One,DIXWELL ST,42.31433402,-71.09791405,"(42.31433402, -71.09791405)",1
I182065892,301,Robbery,ROBBERY - STREET,B2,615,,2018/8/18 1:27,2018,8,Saturday,1,Part One,FENWAY,42.33932485,-71.09937561,"(42.33932485, -71.09937561)",1
I182065799,301,Robbery,ROBBERY - STREET,B3,469,,2018/8/17 19:09,2018,8,Friday,19,Part One,FOTTLER RD,42.27863649,-71.09541135,"(42.27863649, -71.09541135)",1
I182065797,301,Robbery,ROBBERY - STREET,E5,563,,2018/8/17 19:02,2018,8,Friday,19,Part One,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)",1
I182065791,301,Robbery,ROBBERY - STREET,D14,795,,2018/8/17 13:30,2018,8,Friday,13,Part One,ARMINGTON ST,42.3524587,-71.13762608,"(42.35245870, -71.13762608)",1
I182065311,301,Robbery,ROBBERY - STREET,D4,143,,2018/8/15 23:00,2018,8,Wednesday,23,Part One,EXETER ST,42.34909822,-71.07929618,"(42.34909822, -71.07929618)",1
I182065197,301,Robbery,ROBBERY - STREET,A1,98,,2018/8/15 0:01,2018,8,Wednesday,0,Part One,WATER ST,42.35759166,-71.05772502,"(42.35759166, -71.05772502)",1
I182065032,301,Robbery,ROBBERY - STREET,D4,626,,2018/6/14 0:15,2018,6,Thursday,0,Part One,JERSEY ST,42.34369048,-71.09739817,"(42.34369048, -71.09739817)",1
I182064944,301,Robbery,ROBBERY - STREET,B3,427,,2018/8/14 23:47,2018,8,Tuesday,23,Part One,BABSON ST,42.27543421,-71.09234389,"(42.27543421, -71.09234389)",1
I182064652,301,Robbery,ROBBERY - STREET,B3,472,,2018/8/14 3:01,2018,8,Tuesday,3,Part One,MESSINGER ST,42.27185661,-71.09679025,"(42.27185661, -71.09679025)",1
I182064320,301,Robbery,ROBBERY - STREET,D4,156,,2018/8/12 21:34,2018,8,Sunday,21,Part One,TREMONT ST,42.34010961,-71.0788244,"(42.34010961, -71.07882440)",1
I182064205,301,Robbery,ROBBERY - STREET,A1,111,,2018/8/12 14:03,2018,8,Sunday,14,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",1
I182064035,301,Robbery,ROBBERY - STREET,C11,351,,2018/8/11 21:14,2018,8,Saturday,21,Part One,DORCHESTER AVE,42.30114533,-71.05991447,"(42.30114533, -71.05991447)",1
I182063826,301,Robbery,ROBBERY - STREET,A1,111,,2018/8/11 4:37,2018,8,Saturday,4,Part One,AVERY ST,42.3532601,-71.06283216,"(42.35326010, -71.06283216)",1
I182063586,301,Robbery,ROBBERY - STREET,C11,345,,2018/8/3 21:00,2018,8,Friday,21,Part One,DITSON ST,42.30177509,-71.06430565,"(42.30177509, -71.06430565)",1
I182063456,301,Robbery,ROBBERY - STREET,B3,435,,2018/8/9 23:00,2018,8,Thursday,23,Part One,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)",1
I182063138,301,Robbery,ROBBERY - STREET,D4,128,,2018/8/9 4:23,2018,8,Thursday,4,Part One,COLUMBUS AVE,42.3483427,-71.0722253,"(42.34834270, -71.07222530)",1
I182063023,301,Robbery,ROBBERY - STREET,A1,112,,2018/8/8 17:45,2018,8,Wednesday,17,Part One,AVENUE DE LAFAYETTE,42.35331987,-71.06102314,"(42.35331987, -71.06102314)",1
I182062803,301,Robbery,ROBBERY - STREET,A7,22,,2018/8/7 23:34,2018,8,Tuesday,23,Part One,BENNINGTON ST,42.37684713,-71.03367179,"(42.37684713, -71.03367179)",1
I182062802,301,Robbery,ROBBERY - STREET,A7,24,,2018/8/7 23:39,2018,8,Tuesday,23,Part One,MARION ST,42.37817244,-71.03729943,"(42.37817244, -71.03729943)",1
I182062558,301,Robbery,ROBBERY - STREET,A1,111,,2018/8/3 8:40,2018,8,Friday,8,Part One,WINTER ST,42.35554806,-71.0607314,"(42.35554806, -71.06073140)",1
I182062514,301,Robbery,ROBBERY - STREET,A1,116,,2018/8/7 3:00,2018,8,Tuesday,3,Part One,BEACH ST,42.35131095,-71.06030942,"(42.35131095, -71.06030942)",1
I182062315,301,Robbery,ROBBERY - STREET,A1,116,,2018/8/6 6:00,2018,8,Monday,6,Part One,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)",1
I182062162,301,Robbery,ROBBERY - STREET,B2,280,,2018/8/6 1:35,2018,8,Monday,1,Part One,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)",1
I182062134,301,Robbery,ROBBERY - STREET,A1,104,,2018/8/5 22:13,2018,8,Sunday,22,Part One,FRANKLIN ST,42.35572908,-71.05891235,"(42.35572908, -71.05891235)",1
I182062049,301,Robbery,ROBBERY - STREET,B2,319,,2018/8/5 15:40,2018,8,Sunday,15,Part One,BLUE HILL AVE,42.30711484,-71.08425151,"(42.30711484, -71.08425151)",1
I182061882,301,Robbery,ROBBERY - STREET,B2,311,,2018/8/4 21:42,2018,8,Saturday,21,Part One,SAVIN ST,42.31719004,-71.08167267,"(42.31719004, -71.08167267)",1
I182061863,301,Robbery,ROBBERY - STREET,D4,627,,2018/8/4 19:54,2018,8,Saturday,19,Part One,BOYLSTON ST,42.34601613,-71.0938121,"(42.34601613, -71.09381210)",1
I182061834,301,Robbery,ROBBERY - STREET,B2,319,,2018/8/1 16:00,2018,8,Wednesday,16,Part One,BLUE HILL AVE,42.30803768,-71.08359213,"(42.30803768, -71.08359213)",1
I182061695,301,Robbery,ROBBERY - STREET,A1,173,,2018/8/3 14:00,2018,8,Friday,14,Part One,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)",1
I182061583,301,Robbery,ROBBERY - STREET,A1,78,,2018/8/3 18:41,2018,8,Friday,18,Part One,HANOVER ST,42.36179428,-71.0571127,"(42.36179428, -71.05711270)",1
I182061290,301,Robbery,ROBBERY - STREET,E13,307,,2018/8/2 22:17,2018,8,Thursday,22,Part One,W WALNUT PARK,42.31640336,-71.09770225,"(42.31640336, -71.09770225)",1
I182061003,301,Robbery,ROBBERY - STREET,B3,457,,2018/8/2 8:10,2018,8,Thursday,8,Part One,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)",1
I182060879,301,Robbery,ROBBERY - STREET,B2,287,,2018/8/1 14:30,2018,8,Wednesday,14,Part One,VERNON ST,42.33058731,-71.08451303,"(42.33058731, -71.08451303)",1
I182060379,301,Robbery,ROBBERY - STREET,C11,402,,2018/7/31 6:31,2018,7,Tuesday,6,Part One,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)",1
I182060353,301,Robbery,ROBBERY - STREET,A1,101,,2018/7/31 1:25,2018,7,Tuesday,1,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",1
I182060347,301,Robbery,ROBBERY - STREET,E18,485,,2018/7/31 0:08,2018,7,Tuesday,0,Part One,RIVER ST,42.26361605,-71.10395167,"(42.26361605, -71.10395167)",1
I182060235,301,Robbery,ROBBERY - STREET,B3,457,,2018/7/28 21:30,2018,7,Saturday,21,Part One,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)",1
I182060212,301,Robbery,ROBBERY - STREET,A1,119,,2018/7/30 16:28,2018,7,Monday,16,Part One,TREMONT ST,42.35624888,-71.06227065,"(42.35624888, -71.06227065)",1
I182059937,301,Robbery,ROBBERY - STREET,B2,183,,2018/7/29 18:30,2018,7,Sunday,18,Part One,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)",1
I182059556,301,Robbery,ROBBERY - STREET,D4,143,,2018/7/28 12:57,2018,7,Saturday,12,Part One,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)",1
I182059550,301,Robbery,ROBBERY - STREET,A1,121,,2018/7/28 12:24,2018,7,Saturday,12,Part One,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)",1
I182059433,301,Robbery,ROBBERY - STREET,C11,366,,2018/7/27 20:30,2018,7,Friday,20,Part One,FLORIDA ST,42.29080488,-71.05965861,"(42.29080488, -71.05965861)",1
I182058957,301,Robbery,ROBBERY - STREET,C11,460,,2018/7/26 12:55,2018,7,Thursday,12,Part One,GENEVA AVE,42.30546333,-71.0773834,"(42.30546333, -71.07738340)",1
I182058124,301,Robbery,ROBBERY - STREET,A1,116,,2018/7/23 14:00,2018,7,Monday,14,Part One,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)",1
I182058033,301,Robbery,ROBBERY - STREET,B2,179,,2018/7/23 14:39,2018,7,Monday,14,Part One,MASSACHUSETTS AVE,42.33207616,-71.07145394,"(42.33207616, -71.07145394)",1
I182057721,301,Robbery,ROBBERY - STREET,A1,119,,2018/7/21 1:00,2018,7,Saturday,1,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",1
I182057709,301,Robbery,ROBBERY - STREET,B2,318,,2018/7/21 19:00,2018,7,Saturday,19,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",1
I182057614,301,Robbery,ROBBERY - STREET,A15,900,,2018/7/22 0:43,2018,7,Sunday,0,Part One,DECATUR ST,42.37829205,-71.05387024,"(42.37829205, -71.05387024)",1
I182057533,301,Robbery,ROBBERY - STREET,B3,436,,2018/7/21 17:36,2018,7,Saturday,17,Part One,CHIPMAN ST,42.2888571,-71.07473665,"(42.28885710, -71.07473665)",1
I182057483,301,Robbery,ROBBERY - STREET,B2,280,,2018/7/21 14:40,2018,7,Saturday,14,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)",1
I182057442,301,Robbery,ROBBERY - STREET,C6,177,,2018/7/21 11:05,2018,7,Saturday,11,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",1
I182056996,301,Robbery,ROBBERY - STREET,A1,103,,2018/7/19 21:05,2018,7,Thursday,21,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",1
I182056410,301,Robbery,ROBBERY - STREET,C11,350,,2018/7/18 2:13,2018,7,Wednesday,2,Part One,CLAYTON ST,42.30331475,-71.05630027,"(42.30331475, -71.05630027)",1
I182056141,301,Robbery,ROBBERY - STREET,A1,102,,2018/7/17 4:39,2018,7,Tuesday,4,Part One,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)",1
I182055932,301,Robbery,ROBBERY - STREET,B2,287,,2018/7/16 11:04,2018,7,Monday,11,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)",1
I182055894,301,Robbery,ROBBERY - STREET,C11,462,,2018/7/15 22:30,2018,7,Sunday,22,Part One,BULLARD ST,42.30175853,-71.0746298,"(42.30175853, -71.07462980)",1
I182055766,301,Robbery,ROBBERY - STREET,A1,116,,2018/7/15 17:04,2018,7,Sunday,17,Part One,BEACH ST,42.35142278,-71.06084508,"(42.35142278, -71.06084508)",1
I182055352,301,Robbery,ROBBERY - STREET,A7,17,,2018/7/14 3:54,2018,7,Saturday,3,Part One,LEXINGTON ST,42.38069279,-71.02954916,"(42.38069279, -71.02954916)",1
I182055054,301,Robbery,ROBBERY - STREET,D4,167,,2018/7/13 3:30,2018,7,Friday,3,Part One,HARRISON AVE,42.34011999,-71.06868299,"(42.34011999, -71.06868299)",1
I182055045,301,Robbery,ROBBERY - STREET,B2,287,,2018/7/13 2:47,2018,7,Friday,2,Part One,SHAWMUT AVE,42.33192532,-71.08411222,"(42.33192532, -71.08411222)",1
I182055034,301,Robbery,ROBBERY - STREET,B2,258,,2018/7/12 22:55,2018,7,Thursday,22,Part One,COLUMBIA RD,42.315969,-71.066253,"(42.31596900, -71.06625300)",1
I182054802,301,Robbery,ROBBERY - STREET,C6,175,,2018/7/12 9:00,2018,7,Thursday,9,Part One,SOUTHAMPTON ST,42.33233682,-71.07129642,"(42.33233682, -71.07129642)",1
I182054649,301,Robbery,ROBBERY - STREET,A15,59,,2018/7/11 19:29,2018,7,Wednesday,19,Part One,MAIN ST,42.37515337,-71.06409893,"(42.37515337, -71.06409893)",1
I182054398,301,Robbery,ROBBERY - STREET,B3,458,,2018/7/10 21:45,2018,7,Tuesday,21,Part One,COLUMBIA RD,42.30340413,-71.08384306,"(42.30340413, -71.08384306)",1
I182054247,301,Robbery,ROBBERY - STREET,B2,279,,2018/7/9 21:00,2018,7,Monday,21,Part One,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)",1
I182054062,301,Robbery,ROBBERY - STREET,C11,356,,2018/7/8 21:30,2018,7,Sunday,21,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)",1
I182054012,301,Robbery,ROBBERY - STREET,B3,944,,2018/7/9 18:20,2018,7,Monday,18,Part One,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)",1
I182053744,301,Robbery,ROBBERY - STREET,C11,248,,2018/7/8 21:05,2018,7,Sunday,21,Part One,DORIS ST,42.31339913,-71.05649373,"(42.31339913, -71.05649373)",1
I182053614,301,Robbery,ROBBERY - STREET,A1,109,,2018/7/7 20:00,2018,7,Saturday,20,Part One,HIGH ST,42.35649296,-71.05259107,"(42.35649296, -71.05259107)",1
I182053378,301,Robbery,ROBBERY - STREET,B3,908,,2018/7/6 23:00,2018,7,Friday,23,Part One,SHANDON RD,42.29558793,-71.09012664,"(42.29558793, -71.09012664)",1
I182053284,301,Robbery,ROBBERY - STREET,C11,462,,2018/7/6 20:30,2018,7,Friday,20,Part One,BULLARD ST,42.30175853,-71.0746298,"(42.30175853, -71.07462980)",1
I182053275,301,Robbery,ROBBERY - STREET,D14,780,,2018/7/6 23:24,2018,7,Friday,23,Part One,ETNA ST,42.35411626,-71.14715497,"(42.35411626, -71.14715497)",1
I182053248,301,Robbery,ROBBERY - STREET,B2,282,,2018/7/6 21:09,2018,7,Friday,21,Part One,WARREN ST,42.32832226,-71.08321495,"(42.32832226, -71.08321495)",1
I182052735,301,Robbery,ROBBERY - STREET,A1,116,,2018/7/5 10:24,2018,7,Thursday,10,Part One,EDINBORO ST,42.351633,-71.059588,"(42.35163300, -71.05958800)",1
I182052591,301,Robbery,ROBBERY - STREET,C11,247,,2018/7/4 21:45,2018,7,Wednesday,21,Part One,PEARL ST,42.31493506,-71.05834852,"(42.31493506, -71.05834852)",1
I182052301,301,Robbery,ROBBERY - STREET,B2,325,,2018/7/3 19:32,2018,7,Tuesday,19,Part One,DOVE ST,42.3154557,-71.07808193,"(42.31545570, -71.07808193)",1
I182052264,301,Robbery,ROBBERY - STREET,A7,28,,2018/7/3 17:28,2018,7,Tuesday,17,Part One,HAVRE ST,42.37357854,-71.03688491,"(42.37357854, -71.03688491)",1
I182052089,301,Robbery,ROBBERY - STREET,C11,334,,2018/7/2 23:56,2018,7,Monday,23,Part One,HENDRY ST,42.30893903,-71.06461576,"(42.30893903, -71.06461576)",1
I182051725,301,Robbery,ROBBERY - STREET,A15,44,,2018/7/1 21:00,2018,7,Sunday,21,Part One,POLK ST,42.37912706,-71.06122663,"(42.37912706, -71.06122663)",1
I182051643,301,Robbery,ROBBERY - STREET,C6,194,,2018/7/1 14:49,2018,7,Sunday,14,Part One,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)",1
I182051582,301,Robbery,ROBBERY - STREET,D4,284,,2018/7/1 10:43,2018,7,Sunday,10,Part One,COLUMBUS AVE,42.340018,-71.082515,"(42.34001800, -71.08251500)",1
I182051536,301,Robbery,ROBBERY - STREET,D4,626,,2018/7/1 5:50,2018,7,Sunday,5,Part One,JERSEY ST,42.34326644,-71.09719321,"(42.34326644, -71.09719321)",1
I182051507,301,Robbery,ROBBERY - STREET,A1,118,,2018/7/1 2:54,2018,7,Sunday,2,Part One,CHURCH ST,42.35105768,-71.06878946,"(42.35105768, -71.06878946)",1
I182051450,301,Robbery,ROBBERY - STREET,D4,134,,2018/6/30 21:18,2018,6,Saturday,21,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)",1
I182051390,301,Robbery,ROBBERY - STREET,C6,186,,2018/6/30 16:19,2018,6,Saturday,16,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)",1
I182051258,301,Robbery,ROBBERY - STREET,A1,100,,2018/6/30 2:15,2018,6,Saturday,2,Part One,STATE ST,42.35902548,-71.05567996,"(42.35902548, -71.05567996)",1
I182051174,301,Robbery,ROBBERY - STREET,E13,581,,2018/6/29 21:41,2018,6,Friday,21,Part One,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",1
I182050902,301,Robbery,ROBBERY - STREET,D4,627,,2018/6/28 23:36,2018,6,Thursday,23,Part One,BOYLSTON ST,42.34601613,-71.0938121,"(42.34601613, -71.09381210)",1
I182050698,301,Robbery,ROBBERY - STREET,B2,287,,2018/6/28 12:02,2018,6,Thursday,12,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)",1
I182050602,301,Robbery,ROBBERY - STREET,B2,325,,2018/6/28 1:39,2018,6,Thursday,1,Part One,DACIA ST,42.31484522,-71.07738943,"(42.31484522, -71.07738943)",1
I182050573,301,Robbery,ROBBERY - STREET,A1,173,,2018/6/27 22:32,2018,6,Wednesday,22,Part One,ATLANTIC AVE,42.35178454,-71.05590762,"(42.35178454, -71.05590762)",1
I182050519,301,Robbery,ROBBERY - STREET,C6,177,,2018/6/24 20:03,2018,6,Sunday,20,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",1
I182050212,301,Robbery,ROBBERY - STREET,B2,329,,2018/6/26 23:17,2018,6,Tuesday,23,Part One,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)",1
I182050130,301,Robbery,ROBBERY - STREET,A15,42,,2018/6/26 5:00,2018,6,Tuesday,5,Part One,MEDFORD ST,42.37914075,-71.05672546,"(42.37914075, -71.05672546)",1
I182050096,301,Robbery,ROBBERY - STREET,C11,345,,2018/6/26 17:10,2018,6,Tuesday,17,Part One,DRAPER ST,42.30287064,-71.06399249,"(42.30287064, -71.06399249)",1
I182049973,301,Robbery,ROBBERY - STREET,A15,38,,2018/6/26 8:52,2018,6,Tuesday,8,Part One,THIRD AVE,42.37627664,-71.05383757,"(42.37627664, -71.05383757)",1
