INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,Numbers
I162048638,301,Robbery,ROBBERY - STREET,D4,624,,2016/6/19 0:30,2016,6,Sunday,0,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)",1
I162048626,301,Robbery,ROBBERY - STREET,A1,116,,2016/6/19 10:36,2016,6,Sunday,10,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)",1
I162048267,301,Robbery,ROBBERY - STREET,C11,403,,2016/6/17 21:41,2016,6,Friday,21,Part One,HURLCROFT AVE,42.28210068,-71.06581108,"(42.28210068, -71.06581108)",1
I162048123,301,Robbery,ROBBERY - STREET,A15,56,,2016/6/15 18:00,2016,6,Wednesday,18,Part One,TRENTON ST,42.37797335,-71.06168686,"(42.37797335, -71.06168686)",1
I162047948,301,Robbery,ROBBERY - STREET,B2,238,,2016/6/16 22:50,2016,6,Thursday,22,Part One,DUDLEY ST,42.31766432,-71.06650887,"(42.31766432, -71.06650887)",1
I162047539,301,Robbery,ROBBERY - STREET,B2,239,,2016/6/15 21:49,2016,6,Wednesday,21,Part One,HAMLET ST,42.31841468,-71.06507314,"(42.31841468, -71.06507314)",1
I162047190,301,Robbery,ROBBERY - STREET,D14,796,,2016/6/14 22:38,2016,6,Tuesday,22,Part One,COMMONWEALTH AVE,42.3518124,-71.12465238,"(42.35181240, -71.12465238)",1
I162047172,301,Robbery,ROBBERY - STREET,B2,319,,2016/6/14 21:00,2016,6,Tuesday,21,Part One,MAPLE ST,42.30674757,-71.08738785,"(42.30674757, -71.08738785)",1
I162047168,301,Robbery,ROBBERY - STREET,D4,143,,2016/6/14 20:53,2016,6,Tuesday,20,Part One,HUNTINGTON AVE,42.347106,-71.079756,"(42.34710600, -71.07975600)",1
I162046673,301,Robbery,ROBBERY - STREET,D4,157,,2016/6/12 20:00,2016,6,Sunday,20,Part One,TREMONT ST,42.34133195,-71.0765534,"(42.34133195, -71.07655340)",1
I162046500,301,Robbery,ROBBERY - STREET,A1,106,,2016/6/12 20:24,2016,6,Sunday,20,Part One,FRANKLIN ST,42.35543089,-71.05767661,"(42.35543089, -71.05767661)",1
I162046426,301,Robbery,ROBBERY - STREET,A1,88,,2016/6/10 0:00,2016,6,Friday,0,Part One,CLARK ST,42.36510011,-71.05242015,"(42.36510011, -71.05242015)",1
I162046333,301,Robbery,ROBBERY - STREET,D4,131,,2016/6/12 4:10,2016,6,Sunday,4,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)",1
I162046285,301,Robbery,ROBBERY - STREET,A1,65,,2016/6/12 0:00,2016,6,Sunday,0,Part One,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)",1
I162046280,301,Robbery,ROBBERY - STREET,B3,456,,2016/6/12 0:17,2016,6,Sunday,0,Part One,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)",1
I162046115,301,Robbery,ROBBERY - STREET,A1,78,,2016/6/10 20:00,2016,6,Friday,20,Part One,CONGRESS ST,42.3608988,-71.05732193,"(42.36089880, -71.05732193)",1
I162046041,301,Robbery,ROBBERY - STREET,A1,94,,2016/6/11 2:45,2016,6,Saturday,2,Part One,ATLANTIC AVE,42.36033276,-71.0521729,"(42.36033276, -71.05217290)",1
I162045924,301,Robbery,ROBBERY - STREET,B3,433,,2016/6/10 18:07,2016,6,Friday,18,Part One,CORBET ST,42.28344144,-71.08331661,"(42.28344144, -71.08331661)",1
I162045841,301,Robbery,ROBBERY - STREET,B3,437,,2016/6/10 8:15,2016,6,Friday,8,Part One,MILTON AVE,42.28712554,-71.07885351,"(42.28712554, -71.07885351)",1
I162045718,301,Robbery,ROBBERY - STREET,A1,101,,2016/6/10 1:58,2016,6,Friday,1,Part One,CENTRAL ST,42.3588444,-71.05321291,"(42.35884440, -71.05321291)",1
I162045388,301,Robbery,ROBBERY - STREET,C6,177,,2016/6/9 0:58,2016,6,Thursday,0,Part One,MASSACHUSETTS AVE,42.32779976,-71.06771009,"(42.32779976, -71.06771009)",1
I162044878,301,Robbery,ROBBERY - STREET,B2,329,,2016/6/7 15:20,2016,6,Tuesday,15,Part One,BLUE HILL AVE,42.30867785,-71.0829592,"(42.30867785, -71.08295920)",1
I162044721,301,Robbery,ROBBERY - STREET,D4,624,,2016/6/7 4:36,2016,6,Tuesday,4,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",1
I162044718,301,Robbery,ROBBERY - STREET,D4,620,,2016/6/7 3:45,2016,6,Tuesday,3,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)",1
I162044716,301,Robbery,ROBBERY - STREET,E5,941,,2016/6/7 0:30,2016,6,Tuesday,0,Part One,BROOKWAY RD,42.29338247,-71.11921695,"(42.29338247, -71.11921695)",1
I162044679,301,Robbery,ROBBERY - STREET,A1,173,,2016/6/6 22:29,2016,6,Monday,22,Part One,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)",1
I162044672,301,Robbery,ROBBERY - STREET,B2,237,,2016/6/6 22:21,2016,6,Monday,22,Part One,COLUMBIA RD,42.31890235,-71.06337356,"(42.31890235, -71.06337356)",1
I162044299,301,Robbery,ROBBERY - STREET,B2,300,,2016/6/5 17:36,2016,6,Sunday,17,Part One,THORNTON ST,42.3221881,-71.09263314,"(42.32218810, -71.09263314)",1
I162044228,301,Robbery,ROBBERY - STREET,E18,535,,2016/6/5 10:50,2016,6,Sunday,10,Part One,MAPLE LEAF DR,42.24911633,-71.1400811,"(42.24911633, -71.14008110)",1
I162044199,301,Robbery,ROBBERY - STREET,D4, ,,2016/6/5 9:25,2016,6,Sunday,9,Part One,,42.33362614,-71.07336417,"(42.33362614, -71.07336417)",1
I162044125,301,Robbery,ROBBERY - STREET,A1,65,,2016/6/5 0:15,2016,6,Sunday,0,Part One,CAMBRIDGE ST,42.36127249,-71.06408269,"(42.36127249, -71.06408269)",1
I162044110,301,Robbery,ROBBERY - STREET,D4,145,,2016/6/4 23:09,2016,6,Saturday,23,Part One,HUNTINGTON AVE,42.34341962,-71.083956,"(42.34341962, -71.08395600)",1
I162044045,301,Robbery,ROBBERY - STREET,B2,920,,2016/6/4 16:53,2016,6,Saturday,16,Part One,ELM HILL AVE,42.30801734,-71.08870712,"(42.30801734, -71.08870712)",1
I162044028,301,Robbery,ROBBERY - STREET,E13,579,,2016/6/4 16:15,2016,6,Saturday,16,Part One,CENTRE ST,42.32277007,-71.10445458,"(42.32277007, -71.10445458)",1
I162043794,301,Robbery,ROBBERY - STREET,C6,191,,2016/6/3 20:29,2016,6,Friday,20,Part One,BOSTON ST,42.32949944,-71.05701312,"(42.32949944, -71.05701312)",1
I162043511,301,Robbery,ROBBERY - STREET,A7,26,,2016/6/2 22:00,2016,6,Thursday,22,Part One,BORDER ST,42.37181209,-71.04213328,"(42.37181209, -71.04213328)",1
I162042828,301,Robbery,ROBBERY - STREET,B3,428,,2016/5/31 19:16,2016,5,Tuesday,19,Part One,WOOLSON ST,42.2818866,-71.0908705,"(42.28188660, -71.09087050)",1
I162042720,301,Robbery,ROBBERY - STREET,B3,427,,2016/5/31 15:00,2016,5,Tuesday,15,Part One,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)",1
I162042716,301,Robbery,ROBBERY - STREET,B2,305,,2016/5/31 14:00,2016,5,Tuesday,14,Part One,MARTIN LUTHER KING JR BLV,42.32165894,-71.09195929,"(42.32165894, -71.09195929)",1
I162042238,301,Robbery,ROBBERY - STREET,A1,100,,2016/5/29 22:59,2016,5,Sunday,22,Part One,BROAD ST,42.35804834,-71.05403866,"(42.35804834, -71.05403866)",1
I162042077,301,Robbery,ROBBERY - STREET,B2,262,,2016/5/29 11:34,2016,5,Sunday,11,Part One,WOODVILLE ST,42.32133396,-71.07581186,"(42.32133396, -71.07581186)",1
I162042006,301,Robbery,ROBBERY - STREET,B2,329,,2016/5/29 2:17,2016,5,Sunday,2,Part One,COLUMBIA RD,42.30733393,-71.0763704,"(42.30733393, -71.07637040)",1
I162041999,301,Robbery,ROBBERY - STREET,E18,533,,2016/5/29 2:03,2016,5,Sunday,2,Part One,READVILLE ST,42.24495029,-71.13344844,"(42.24495029, -71.13344844)",1
I162041977,301,Robbery,ROBBERY - STREET,E18,487,,2016/5/28 23:00,2016,5,Saturday,23,Part One,RADCLIFFE RD,42.26644911,-71.10602031,"(42.26644911, -71.10602031)",1
I162041935,301,Robbery,ROBBERY - STREET,C6,914,,2016/5/28 19:57,2016,5,Saturday,19,Part One,DORCHESTER AVE,42.32829858,-71.05691804,"(42.32829858, -71.05691804)",1
I162041825,301,Robbery,ROBBERY - STREET,B2,316,,2016/5/28 14:02,2016,5,Saturday,14,Part One,HAROLD ST,42.31295412,-71.09259194,"(42.31295412, -71.09259194)",1
I162041467,301,Robbery,ROBBERY - STREET,D4,624,,2016/5/15 2:00,2016,5,Sunday,2,Part One,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)",1
I162041432,301,Robbery,ROBBERY - STREET,B2,289,,2016/5/27 9:35,2016,5,Friday,9,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)",1
I162041384,301,Robbery,ROBBERY - STREET,C11,392,,2016/5/27 0:12,2016,5,Friday,0,Part One,ADAMS ST,42.28824992,-71.05536739,"(42.28824992, -71.05536739)",1
I162041363,301,Robbery,ROBBERY - STREET,C6,193,,2016/5/26 21:00,2016,5,Thursday,21,Part One,ROGERS ST,42.32967465,-71.05555264,"(42.32967465, -71.05555264)",1
I162041144,301,Robbery,ROBBERY - STREET,C11,370,,2016/5/23 12:30,2016,5,Monday,12,Part One,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)",1
I162041077,301,Robbery,ROBBERY - STREET,A1,173,,2016/5/26 3:52,2016,5,Thursday,3,Part One,ATLANTIC AVE,42.352571,-71.055424,"(42.35257100, -71.05542400)",1
I162040907,301,Robbery,ROBBERY - STREET,D4,623,,2016/5/25 16:29,2016,5,Wednesday,16,Part One,BEACON ST,42.34854604,-71.09799504,"(42.34854604, -71.09799504)",1
I162040805,301,Robbery,ROBBERY - STREET,D4,154,,2016/5/22 22:00,2016,5,Sunday,22,Part One,COLUMBUS AVE,42.3428985,-71.0788,"(42.34289850, -71.07880000)",1
I162040758,301,Robbery,ROBBERY - STREET,B2,325,,2016/5/25 0:00,2016,5,Wednesday,0,Part One,DACIA ST,42.31597376,-71.07694996,"(42.31597376, -71.07694996)",1
I162040704,301,Robbery,ROBBERY - STREET,B2,183,,2016/5/24 18:22,2016,5,Tuesday,18,Part One,DUDLEY ST,42.31917223,-71.07026435,"(42.31917223, -71.07026435)",1
I162040497,301,Robbery,ROBBERY - STREET,E18,488,,2016/5/24 10:53,2016,5,Tuesday,10,Part One,GEORGE ST,42.26387176,-71.10792081,"(42.26387176, -71.10792081)",1
I162040427,301,Robbery,ROBBERY - STREET,E5,680,,2016/5/24 1:38,2016,5,Tuesday,1,Part One,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)",1
I162040367,301,Robbery,ROBBERY - STREET,B2,183,,2016/5/23 20:32,2016,5,Monday,20,Part One,DUDLEY ST,42.31917223,-71.07026435,"(42.31917223, -71.07026435)",1
I162040327,301,Robbery,ROBBERY - STREET,E13,582,,2016/5/23 18:05,2016,5,Monday,18,Part One,CENTRE ST,42.32277007,-71.10445458,"(42.32277007, -71.10445458)",1
I162040281,301,Robbery,ROBBERY - STREET,B2,184,,2016/5/24 19:40,2016,5,Tuesday,19,Part One,HUMPHREYS PL,42.31922045,-71.06783906,"(42.31922045, -71.06783906)",1
I162040104,301,Robbery,ROBBERY - STREET,A7,23,,2016/5/23 1:15,2016,5,Monday,1,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)",1
I162040103,301,Robbery,ROBBERY - STREET,A7,28,,2016/5/23 0:45,2016,5,Monday,0,Part One,MERIDIAN ST,42.37048009,-71.03896684,"(42.37048009, -71.03896684)",1
I162040094,301,Robbery,ROBBERY - STREET,A1,78,,2016/5/23 0:14,2016,5,Monday,0,Part One,HANOVER ST,42.36179428,-71.0571127,"(42.36179428, -71.05711270)",1
I162040088,301,Robbery,ROBBERY - STREET,E5,563,,2016/5/22 22:45,2016,5,Sunday,22,Part One,WASHINGTON ST,42.29148517,-71.12275618,"(42.29148517, -71.12275618)",1
I162040055,301,Robbery,ROBBERY - STREET,A15,900,,2016/5/22 20:53,2016,5,Sunday,20,Part One,BUNKER HILL ST,42.37797866,-71.05967757,"(42.37797866, -71.05967757)",1
I162040054,301,Robbery,ROBBERY - STREET,B3,944,,2016/5/22 20:28,2016,5,Sunday,20,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",1
I162039876,301,Robbery,ROBBERY - STREET,B2,289,,2016/5/22 4:18,2016,5,Sunday,4,Part One,PRENTISS ST,42.332859,-71.092322,"(42.33285900, -71.09232200)",1
I162039850,301,Robbery,ROBBERY - STREET,A1,105,,2016/5/22 2:51,2016,5,Sunday,2,Part One,SUMMER ST,42.35450139,-71.05916774,"(42.35450139, -71.05916774)",1
I162039627,301,Robbery,ROBBERY - STREET,D4,138,,2016/5/21 10:40,2016,5,Saturday,10,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",1
I162039619,301,Robbery,ROBBERY - STREET,A1,119,,2016/5/21 2:00,2016,5,Saturday,2,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",1
I162039574,301,Robbery,ROBBERY - STREET,C11,249,,2016/5/21 1:15,2016,5,Saturday,1,Part One,SAVIN HILL AVE,42.3117771,-71.0540209,"(42.31177710, -71.05402090)",1
I162039522,301,Robbery,ROBBERY - STREET,D4,171,,2016/5/20 22:00,2016,5,Friday,22,Part One,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)",1
I162039317,301,Robbery,ROBBERY - STREET,A1,126,,2016/5/20 4:30,2016,5,Friday,4,Part One,CHURCH ST,42.34826633,-71.06753338,"(42.34826633, -71.06753338)",1
I162039275,301,Robbery,ROBBERY - STREET,A1,117,,2016/5/20 0:46,2016,5,Friday,0,Part One,TREMONT ST,42.35140041,-71.06480285,"(42.35140041, -71.06480285)",1
I162039250,301,Robbery,ROBBERY - STREET,A1,124,,2016/5/19 17:45,2016,5,Thursday,17,Part One,HUDSON ST,42.34725924,-71.06177039,"(42.34725924, -71.06177039)",1
I162039240,301,Robbery,ROBBERY - STREET,C11,350,,2016/5/19 22:38,2016,5,Thursday,22,Part One,DORCHESTER AVE,42.30308131,-71.05945101,"(42.30308131, -71.05945101)",1
I162039176,301,Robbery,ROBBERY - STREET,C11,349,,2016/5/19 17:56,2016,5,Thursday,17,Part One,ADAMS ST,42.30263978,-71.06038376,"(42.30263978, -71.06038376)",1
I162039007,301,Robbery,ROBBERY - STREET,D4,619,,2016/5/16 23:35,2016,5,Monday,23,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)",1
I162038976,301,Robbery,ROBBERY - STREET,B2,329,,2016/5/18 23:59,2016,5,Wednesday,23,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)",1
I162038645,301,Robbery,ROBBERY - STREET,C11,352,,2016/5/17 22:45,2016,5,Tuesday,22,Part One,GENEVA AVE,42.30099983,-71.06737912,"(42.30099983, -71.06737912)",1
I162038430,301,Robbery,ROBBERY - STREET,C11,347,,2016/5/17 10:01,2016,5,Tuesday,10,Part One,HECLA ST,42.30682138,-71.06030035,"(42.30682138, -71.06030035)",1
I162038366,301,Robbery,ROBBERY - STREET,D4,146,,2016/5/16 23:38,2016,5,Monday,23,Part One,HARCOURT ST,42.34645285,-71.0789358,"(42.34645285, -71.07893580)",1
I162038351,301,Robbery,ROBBERY - STREET,A1,71,,2016/5/16 22:00,2016,5,Monday,22,Part One,JOY ST,42.35858515,-71.06507824,"(42.35858515, -71.06507824)",1
I162038291,301,Robbery,ROBBERY - STREET,A1,113,,2016/5/16 17:00,2016,5,Monday,17,Part One,ESSEX ST,42.35253178,-71.05960495,"(42.35253178, -71.05960495)",1
I162038180,301,Robbery,ROBBERY - STREET,C11,352,,2016/5/16 13:30,2016,5,Monday,13,Part One,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)",1
I162038020,301,Robbery,ROBBERY - STREET,B2,277,,2016/5/15 22:35,2016,5,Sunday,22,Part One,EUSTIS ST,42.33166164,-71.08147827,"(42.33166164, -71.08147827)",1
I162037895,301,Robbery,ROBBERY - STREET,A1,102,,2016/5/15 0:00,2016,5,Sunday,0,Part One,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)",1
I162037549,301,Robbery,ROBBERY - STREET,D4,624,,2016/5/14 2:00,2016,5,Saturday,2,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)",1
I162037421,301,Robbery,ROBBERY - STREET,B2,587,,2016/5/13 17:05,2016,5,Friday,17,Part One,ALLEGHANY ST,42.33056977,-71.09959089,"(42.33056977, -71.09959089)",1
I162037257,301,Robbery,ROBBERY - STREET,A1,94,,2016/5/12 16:45,2016,5,Thursday,16,Part One,CLINTON ST,42.36067984,-71.05482325,"(42.36067984, -71.05482325)",1
I162037115,301,Robbery,ROBBERY - STREET,E13,581,,2016/5/12 17:53,2016,5,Thursday,17,Part One,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",1
I162036922,301,Robbery,ROBBERY - STREET,D4,617,,2016/5/12 5:54,2016,5,Thursday,5,Part One,AGASSIZ RD,42.34321778,-71.09453163,"(42.34321778, -71.09453163)",1
I162036780,301,Robbery,ROBBERY - STREET,D4,172,,2016/5/11 17:06,2016,5,Wednesday,17,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)",1
I162036549,301,Robbery,ROBBERY - STREET,B2,281,,2016/5/10 22:15,2016,5,Tuesday,22,Part One,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)",1
I162036540,301,Robbery,ROBBERY - STREET,B3,444,,2016/5/10 20:18,2016,5,Tuesday,20,Part One,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)",1
I162036407,301,Robbery,ROBBERY - STREET,B2,321,,2016/5/10 16:15,2016,5,Tuesday,16,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",1
I162036397,301,Robbery,ROBBERY - STREET,A7,17,,2016/5/9 0:30,2016,5,Monday,0,Part One,NEPTUNE RD,42.38031937,-71.02593214,"(42.38031937, -71.02593214)",1
I162036326,301,Robbery,ROBBERY - STREET,D4,623,,2016/4/28 15:30,2016,4,Thursday,15,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",1
I162036228,301,Robbery,ROBBERY - STREET,A7,24,,2016/5/9 22:04,2016,5,Monday,22,Part One,MARION PL,42.37936252,-71.03811133,"(42.37936252, -71.03811133)",1
I162036194,301,Robbery,ROBBERY - STREET,D4,271,,2016/5/9 20:03,2016,5,Monday,20,Part One,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.33548200, -71.07586449)",1
I162036168,301,Robbery,ROBBERY - STREET,E18,501,,2016/5/9 18:04,2016,5,Monday,18,Part One,AMERICAN LEGION HWY,42.28223742,-71.11516861,"(42.28223742, -71.11516861)",1
I162036158,301,Robbery,ROBBERY - STREET,B2,309,,2016/5/9 17:15,2016,5,Monday,17,Part One,WARREN ST,42.31993295,-71.08157395,"(42.31993295, -71.08157395)",1
I162035448,301,Robbery,ROBBERY - STREET,B3,431,,2016/5/7 6:31,2016,5,Saturday,6,Part One,ARBUTUS ST,42.28783269,-71.09016904,"(42.28783269, -71.09016904)",1
I162035364,301,Robbery,ROBBERY - STREET,E5,563,,2016/5/6 22:01,2016,5,Friday,22,Part One,FAWNDALE RD,42.28906908,-71.12116753,"(42.28906908, -71.12116753)",1
I162035158,301,Robbery,ROBBERY - STREET,B2,320,,2016/5/6 10:57,2016,5,Friday,10,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.30889840, -71.08305190)",1
I162034980,301,Robbery,ROBBERY - STREET,B3,440,,2016/5/5 18:00,2016,5,Thursday,18,Part One,TALBOT AVE,42.29453954,-71.0866989,"(42.29453954, -71.08669890)",1
I162034893,301,Robbery,ROBBERY - STREET,B3,406,,2016/5/5 14:18,2016,5,Thursday,14,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)",1
I162034887,301,Robbery,ROBBERY - STREET,B3,481,,2016/5/1 20:00,2016,5,Sunday,20,Part One,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)",1
I162034589,301,Robbery,ROBBERY - STREET,E13,648,,2016/5/4 11:11,2016,5,Wednesday,11,Part One,SOUTH ST,42.30747701,-71.11544172,"(42.30747701, -71.11544172)",1
I162034521,301,Robbery,ROBBERY - STREET,B2,314,,2016/5/4 1:00,2016,5,Wednesday,1,Part One,CRAWFORD ST,42.31499803,-71.09194485,"(42.31499803, -71.09194485)",1
I162034506,301,Robbery,ROBBERY - STREET,D4,273,,2016/5/3 23:37,2016,5,Tuesday,23,Part One,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.33665048, -71.07841035)",1
I162034341,301,Robbery,ROBBERY - STREET,B3,476,,2016/5/2 15:00,2016,5,Monday,15,Part One,FAIRWAY ST,42.26870136,-71.09467962,"(42.26870136, -71.09467962)",1
I162033849,301,Robbery,ROBBERY - STREET,C6,216,,2016/5/1 18:04,2016,5,Sunday,18,Part One,DORCHESTER ST,42.33265906,-71.05141632,"(42.33265906, -71.05141632)",1
I162033824,301,Robbery,ROBBERY - STREET,D4,285,,2016/5/1 17:03,2016,5,Sunday,17,Part One,DAVENPORT ST,42.33742618,-71.08381577,"(42.33742618, -71.08381577)",1
I162033823,301,Robbery,ROBBERY - STREET,E13,581,,2016/5/1 15:43,2016,5,Sunday,15,Part One,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",1
I162033628,301,Robbery,ROBBERY - STREET,E13,916,,2016/4/30 20:12,2016,4,Saturday,20,Part One,BICKFORD ST,42.32597067,-71.10134303,"(42.32597067, -71.10134303)",1
I162033558,301,Robbery,ROBBERY - STREET,D4,171,,2016/4/30 17:17,2016,4,Saturday,17,Part One,MASSACHUSETTS AVE,42.33430734,-71.07422022,"(42.33430734, -71.07422022)",1
I162033277,301,Robbery,ROBBERY - STREET,B3,437,,2016/4/29 15:52,2016,4,Friday,15,Part One,NEW ENGLAND AVE,42.28941633,-71.07830473,"(42.28941633, -71.07830473)",1
I162032999,301,Robbery,ROBBERY - STREET,B3,441,,2016/4/28 16:09,2016,4,Thursday,16,Part One,TALBOT AVE,42.29389648,-71.08451577,"(42.29389648, -71.08451577)",1
I162032889,301,Robbery,ROBBERY - STREET,D4,272,,2016/4/28 8:40,2016,4,Thursday,8,Part One,E LENOX ST,42.33504938,-71.07879668,"(42.33504938, -71.07879668)",1
I162032799,301,Robbery,ROBBERY - STREET,B3,418,,2016/4/27 19:26,2016,4,Wednesday,19,Part One,MORTON ST,42.2806123,-71.08350146,"(42.28061230, -71.08350146)",1
I162032749,301,Robbery,ROBBERY - STREET,C11,257,,2016/4/27 16:42,2016,4,Wednesday,16,Part One,CUSHING AVE,42.3150434,-71.06463612,"(42.31504340, -71.06463612)",1
I162032549,301,Robbery,ROBBERY - STREET,C6,177,,2016/4/27 0:31,2016,4,Wednesday,0,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",1
I162032530,301,Robbery,ROBBERY - STREET,D4,157,,2016/4/26 22:24,2016,4,Tuesday,22,Part One,W CONCORD ST,42.33961962,-71.07699237,"(42.33961962, -71.07699237)",1
I162032526,301,Robbery,ROBBERY - STREET,B3,472,,2016/4/26 21:18,2016,4,Tuesday,21,Part One,ALMONT ST,42.2752767,-71.09554245,"(42.27527670, -71.09554245)",1
I162032246,301,Robbery,ROBBERY - STREET,E13,576,,2016/4/25 23:09,2016,4,Monday,23,Part One,BOYLSTON ST,42.31576554,-71.10270104,"(42.31576554, -71.10270104)",1
I162032093,301,Robbery,ROBBERY - STREET,B3,472,,2016/4/25 13:19,2016,4,Monday,13,Part One,BROCKTON ST,42.2703642,-71.09949286,"(42.27036420, -71.09949286)",1
I162031673,301,Robbery,ROBBERY - STREET,B2,312,,2016/4/24 2:44,2016,4,Sunday,2,Part One,HAROLD ST,42.31688606,-71.0900119,"(42.31688606, -71.09001190)",1
I162031658,301,Robbery,ROBBERY - STREET,D4,159,,2016/4/24 1:36,2016,4,Sunday,1,Part One,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)",1
I162031648,301,Robbery,ROBBERY - STREET,D4,273,,2016/4/24 0:01,2016,4,Sunday,0,Part One,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.33755715, -71.07836018)",1
I162031364,301,Robbery,ROBBERY - STREET,D4,620,,2016/4/22 22:38,2016,4,Friday,22,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)",1
I162031340,301,Robbery,ROBBERY - STREET,D14,816,,2016/4/22 21:11,2016,4,Friday,21,Part One,EMPIRE ST,42.35811526,-71.12761368,"(42.35811526, -71.12761368)",1
I162031276,301,Robbery,ROBBERY - STREET,A7,26,,2016/4/22 17:25,2016,4,Friday,17,Part One,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)",1
I162031105,301,Robbery,ROBBERY - STREET,B2,320,,2016/4/22 1:54,2016,4,Friday,1,Part One,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)",1
I162030755,301,Robbery,ROBBERY - STREET,E18,480,,2016/4/20 19:51,2016,4,Wednesday,19,Part One,GREENFIELD RD,42.26701637,-71.10147007,"(42.26701637, -71.10147007)",1
I162030703,301,Robbery,ROBBERY - STREET,C11,350,,2016/4/20 17:55,2016,4,Wednesday,17,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)",1
I162030511,301,Robbery,ROBBERY - STREET,C6,914,,2016/4/20 0:45,2016,4,Wednesday,0,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)",1
I162030173,301,Robbery,ROBBERY - STREET,C6,914,,2016/4/18 21:44,2016,4,Monday,21,Part One,HENRY STERLING SQ,42.32692215,-71.05447525,"(42.32692215, -71.05447525)",1
I162030130,301,Robbery,ROBBERY - STREET,B3,424,,2016/4/18 19:10,2016,4,Monday,19,Part One,FREMONT ST,42.26995362,-71.09006602,"(42.26995362, -71.09006602)",1
I162029947,301,Robbery,ROBBERY - STREET,A7,17,,2016/4/18 1:29,2016,4,Monday,1,Part One,CHELSEA ST,42.3791237,-71.0280821,"(42.37912370, -71.02808210)",1
I162029940,301,Robbery,ROBBERY - STREET,B2,288,,2016/4/18 0:55,2016,4,Monday,0,Part One,WASHINGTON ST,42.32974821,-71.08454012,"(42.32974821, -71.08454012)",1
I162029938,301,Robbery,ROBBERY - STREET,B3,469,,2016/4/17 23:40,2016,4,Sunday,23,Part One,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)",1
